record_id,line_number,transcript_length,summary_length,compression_ratio,word_count_transcript,word_count_summary,name,location,issue,category,priority,has_missing_fields,has_transcript_issues,has_summary_issues,has_consistency_issues,victim_info,perpetrator_info,referral_info,intervention_info,transcript_preview,summary_preview
line_383,383,663,291,0.43891402714932126,119,51,Grace,Mombasa,Child labor,Workplace exploitation,High,False,False,False,False,12-year-old daughter of neighbor,The neighbor,"[""Mombasa Children's Welfare Society"", 'local police']",Report to local authorities and provide follow-up support,"Hi, is this the Childline? Yes, thank you for reaching out. This is Grace speaking from Mombasa. I need help  my neighbor's daughter, who is only 12 years old, has been forced into child labor at a lo",Grace from Mombasa reported a case of child labor involving her neighbor's 12-year-old daughter. The girl is working long hours at a market and has been absent from school for three months. Grace repo
line_384,384,544,255,0.46875,97,42,John,Mombasa,Child labor,Child labor,High,False,False,False,False,"12-year-old niece, looks exhausted and malnourished","Unknown, possibly factory owners or managers","['Mombasa Labor Office', 'Police']",Report immediately to the relevant authorities and follow up,"Hello, is this 116? Yes, thank you for reaching out. This is John speaking from Mombasa. I need help  my niece, who's just 12 years old, has been forced into child labor at a local factory. That sound","John reported a case of child labor involving his 12-year-old niece in Mombasa. He noticed the issue himself, and some workers have also mentioned it. The victim seems exhausted and malnourished. The "
line_385,385,602,221,0.36710963455149503,107,31,John,"Kisumu, Kenya",Child labor,Child Protection,High,False,False,False,True,12-year-old brother,Neighbor,"Kisumu Children's Office, local authorities, and the police",Report to relevant authorities and follow-up,"Hello, is this the Childline helpline? Yes, thank you for reaching out. I'm calling from Kisumu. I need help. My younger brother, who is only 12 years old, has been forced into child labor by our neig","Caller reported a case of child labor involving their 12-year-old brother. The neighbor is suspected to be the perpetrator. Counselor advised immediate action, including reporting to relevant authorit"
line_386,386,601,172,0.28618968386023297,109,29,Hassan,Mombasa,Child Labor,Forced Labor,High,False,False,False,False,12-year-old girl,Local factory owners,Mombasa Labor Rights Office and the police,Immediate action to remove the child from work and investigate the matter,"Hello, is this the child protection hotline? Yes, thank you for reaching out. My name is Hassan, I'm calling from Mombasa. I need help  my sister's daughter, who is only 12 years old, is being forced ",Hassan reported a case of child labor involving his sister's 12-year-old daughter in Mombasa. The child is forced to work at a local factory and comes home exhausted daily.
line_387,387,642,258,0.40186915887850466,115,43,Sam,"Mombasa, Kenya",Child labor,Child exploitation,High,False,False,False,True,A 5-year-old girl from Mombasa,The neighbor or family of the victim,"[""Mombasa Children's Office"", 'Police']",Immediate report to authorities and follow-up by 116,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Sam, I'm from Mombasa. I need help  my neighbor's daughter, who is only 5 years old, has been forced into child labor. ","Sam reported a child labor case of a 5-year-old girl in Mombasa, Kenya. The child appears malnourished and exhausted. No one else has intervened due to fear. The counselor advised reporting the case t"
line_388,388,571,196,0.3432574430823117,105,30,Tom,Narok,Emotional abuse,Child protection issue,High,False,False,False,False,7-year-old girl,Mother,"['Narok Child Welfare Society', 'Police']",Report and follow up,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking to? My name is Tom, I'm calling from Narok. I need help  my sister's daughter, who is just 7 years old, is being emotionally abus","Tom reported emotional abuse of his sister's 7-year-old daughter by her mother in Narok. The child appears scared and withdrawn. Report to Child Welfare Society and police, with further follow-up."
line_389,389,558,289,0.517921146953405,100,43,James,Kisumu,Forced child marriage,Child protection,High,False,False,False,False,14-year-old sister,"Not specified, but others aware and afraid to report","[""Children's Office"", 'Police']",Immediate reporting to authorities with follow-up by helpline,"Hello, is this 116? Yes, thank you for reaching out. My name is James, I'm calling from Kisumu. I need help  my younger sister, who is only 14 years old, has been forced into child marriage. This soun",A concerned brother reported his 14-year-old sister being forced into child marriage. The caller shared details of her fearful appearance and that others have noticed but are afraid. The counselor adv
line_390,390,718,289,0.4025069637883008,123,47,Joseph,"Nairobi, Kenya",Child labor,Labor exploitation,High,False,False,False,True,Faith (13),Mother,Nairobi Child Protection Unit and local police station,Immediate report to authorities and follow-up support for the victim,"Hello, is this 116? Yes, thank you for reaching out. This is Joseph from Nairobi. I'm calling because my neighbor's daughter, let's call her Faith, who is only 13, has been forced into child labor for","Joseph reported a case of child labor involving his neighbor's daughter, Faith. He witnessed her working long hours with visible bruises. The perpetrator is likely to be her mother due to suspicions a"
line_391,391,706,226,0.32011331444759206,129,36,John,Mwanza,Child labor,Workplace exploitation,High,False,False,False,False,A 13-year-old boy,The boy's neighbor (unidentified),Mwanza Children's Office and police,"Immediate removal of the child from work, medical care, and follow-up with local authorities for investigation and prosecution of the perpetrator","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is John, I'm from Mwanza. I need help  my neighbor's son, who is just 13 years old, has been forced into child labor for t","John reported a child labor case involving a 13-year-old boy who works at a construction site instead of attending school. The caller is concerned about the boy's health and wellbeing, as he appears m"
line_392,392,574,259,0.45121951219512196,106,41,Paul,Mwanza,Child labor,Workplace exploitation,High,False,False,False,True,14-year-old sister,Factory owner or manager,"['Mwanza Labor Office', 'Police']","Investigation, potential legal action, and removal of the child from harmful work conditions","Hello, is this 116? Yes, thank you for reaching out. This is Paul speaking from Mwanza. I have a serious concern about my sister's situation. She is only 14 and she's being forced into child labor at ",Paul reported a case of child labor involving his 14-year-old sister in Mwanza. He shared details about her visible bruises and exhausted appearance. The counselor advised him to report the issue to t
line_393,393,605,155,0.256198347107438,109,22,Jamal,Kisumu,Child Labor,Forced labor,High (urgent action needed),False,False,False,True,12-year-old sister,Factory owners,Nairobi Labor Inspectorate and police,"Report to authorities, follow-ups","Hello, is this the Nairobi Children's Helpline? Yes, thanks for calling. Who am I speaking to? My name's Jamal from Kisumu. I need help  my little sister, who's 12, has been forced into child labor at","Jamal called about a 12-year-old sister being forced into child labor in Kisumu. The counselor empathized, advised reporting to authorities and follow-ups."
line_394,394,580,222,0.38275862068965516,103,35,Daniel,Mwanza,Emotional abuse,Child protection issue,High (due to emotional distress),False,False,False,True,5-year-old sister,Stepmother,"[""Children's Office"", 'Police']",Report the case and follow up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name's Daniel from Mwanza. I've got a concern  my younger sister, who's only 5, is being emotionally abused by our stepmother. ","Daniel reported emotional abuse of his 5-year-old sister by their stepmother. The friend of the victim has noticed this issue. Counselor advised reporting it to the Children's Office and police, with "
line_395,395,643,300,0.4665629860031104,117,46,James,Mwanza,Child labor,Child Protection,High,False,False,False,False,12-year-old sister,Factory owners and managers,"['Mwanza Labor Office', 'Police', 'Local NGOs fighting child labor']","Immediate reporting to relevant authorities, local NGOs, and follow-up by 116","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is James, from Mwanza. I need help  my younger sister, who's only 12 years old, is being forced into child labor at a loca",James called 116 reporting his 12-year-old sister being forced into child labor at a local factory in Mwanza. He reported that neighbors had noticed but not dared to report it. The counselor reassured
line_396,396,919,209,0.22742110990206746,166,31,John,Kampala,Child Labor,Labor Exploitation,High,False,False,False,True,13-year-old girl,Employers,Kampala Children's Office and police,Report to authorities,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking with today? My name is John, from Kampala. I have a worrying situation here. One of my neighbors, a young girl around the age of ",John reported a case of child labor involving a 13-year-old girl in Kampala. The counselor emphasized the urgency of reporting the situation to the appropriate authorities and advised documenting any 
line_397,397,589,241,0.4091680814940577,104,40,Joseph,Kisumu,Neglect,Child Neglect,High,False,False,False,False,5-year-old neighbor's daughter,Mother of the child,Kisumu Children's Office and local police,Report to relevant authorities,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking with? Hi, I'm Joseph from Kisumu. I need help  my neighbor's daughter, who is only 5 years old, is being neglected by her mother.","Joseph from Kisumu reported a case of child neglect by his neighbor's daughter. The child is 5 years old, appears undernourished, and is often left alone for long hours. Referral to the Kisumu Childre"
line_399,399,633,243,0.38388625592417064,117,42,Rashid,Mwanza,Child Labor,Child exploitation,High,False,False,False,True,12-year-old girl,Neighbor,"[""Mwanza Children's Office"", 'Police']",Report to authorities,"Hello, is this the child protection hotline? Yes, thank you. Speaking to you now is Rashid from Mwanza. I've got a concern about my neighbor's daughter. She's only 12 and she's being forced into child","Rashid reported a 12-year-old girl being forced into child labor at a local shop. The victim has physical signs of abuse, and Rashid is concerned for her safety. The counselor advised Rashid to report"
line_400,400,565,171,0.30265486725663715,102,28,Jamal,Kisumu,Child Labor,Labor Exploitation,High,False,False,False,False,12-year-old sister,Factory owners and managers,Nairobi Child Protection Unit and local police,"Investigate, apprehend offenders, remove child from labor, provide support to victim and family","Hello, is this the Nairobi Children's Helpline? Yes, hello. This is Jamal from Kisumu. I need help. My sister, who is just 12 years old, is being forced into child labor at a local factory. That sound","Jamal called from Kisumu reporting that his 12-year-old sister is being forced into child labor at a local factory, with physical abuse signs. He's worried and wants help."
line_402,402,658,272,0.4133738601823708,114,46,Simon,Mombasa,Child Labor,Labor Exploitation,High,False,False,False,False,12-year-old girl,Neighbor,"Mombasa Children's Office, police, local NGOs against child labor","Report to authorities and local NGOs, follow up","Hello, is this the children's helpline? Yes, good to hear from you. I'm Simon, calling from Mombasa. I need urgent help  my neighbor's daughter, who is only 12 years old, has been forced into child la",Simon reported a 12-year-old girl being forced into child labor at a factory. The neighbor has observed injuries and exhaustion but no one dares to speak up. Simon was advised to report the case to th
line_403,403,589,162,0.27504244482173174,106,27,Sam,Mwanza,Emotional Abuse,Child Protection,"High (Given the emotional impact on the child, immediate intervention is crucial)",False,False,False,True,5-year-old sister,Mother,Mwanza Child Welfare Society and police,Report to authorities and provide mental health support if available,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking with? My name's Sam, and I'm from Mwanza. I need help  my younger sister, she's only 5, is being emotionally abused by her mother","Sam reported emotional abuse of a 5-year-old sister by their mother. No one else seems aware, and she appears withdrawn. Sam is concerned about her mental health."
line_404,404,665,179,0.26917293233082706,121,28,David,Nairobi,Forced child marriage,Child marriage,Urgent,False,False,False,False,13-year-old sister (unknown whereabouts),Unknown relatives,Child Protection Unit in Nairobi and the police,"Report to Child Protection Unit and police, follow up on case","Hello, is this the Child Protection Helpline? Yes, hello! This is David calling from Nairobi. I need help  my younger sister who is only 13 years old has been forced into child marriage. Oh, that's te","David reported a case of forced child marriage of his 13-year-old sister. The child is missing, and the perpetrators are unknown relatives who forced the marriage without consent."
line_405,405,593,152,0.2563237774030354,104,24,Simon,Mombasa,Child Labor,Child Protection Issues,High,False,False,False,True,12-year-old daughter of the neighbor,"The girl's parents (unspecified, but forced into labor by), the neighbors",Nairobi Children's Office and local authorities,Report to Children's Office and local authorities,"Hello, is this the Nairobi Children's Helpline? Yes, hello. This is Simon from Mombasa. I have a serious concern about my neighbor's daughter. She's only 12 and she's been forced into child labor for ","Simon reported a case of child labor involving a 12-year-old girl in Mombasa, with no other witnesses aware. The counselor assured action and follow-up."
line_406,406,617,246,0.3987034035656402,106,39,Samuel,Mwanza,Forced child marriage,Child marriage,High,False,False,False,True,14-year-old sister,Unknown,"[""Children's Office"", 'Police', 'Local community leaders']",Report to authorities and follow up,"Hello, is this the Childline helpline? Yes, good to hear from you. This is Samuel speaking, calling from Mwanza. I need help. My younger sister, she's only 14, has been forced into child marriage. Oh,","Samuel reported a case of forced child marriage for his 14-year-old sister in Mwanza. The perpetrator is unspecified, and there are signs that she is being exploited. Referral is made to the Children'"
line_407,407,634,362,0.5709779179810726,119,61,John,Mwanza,Child labor,Child exploitation,High,False,False,False,False,11-year-old sister,Local factory,"['Labor Commission', 'Police']",Report the case to the appropriate authorities and provide support to the victim and other affected children.,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is John, I'm calling from Mwanza. I need help  my little sister, who is just 11 years old, is being forced into child labo",John reported a case of child labor involving his 11-year-old sister in Mwanza. The perpetrator appears to be a local factory. The victim has physical signs of exploitation and other children are also
line_408,408,587,180,0.30664395229982966,107,28,Peter,Tororo,Child Labor,Labor Exploitation,High,False,False,False,True,14-year-old sister,Unknown (at a local factory),"['Tororo Labor Office, Police']",Report to relevant authorities for investigation and potential rescue,"Hello, is this 116? Yes, thank you for reaching out. Who's calling? Hi, it's Peter from Tororo. I have a concern about my younger sister. She's only 14 and she's being forced into child labor at a loc","Peter reported child labor involving his younger sister, who has visible symptoms. The case was given priority for immediate action with referrals to local labor office and police."
line_409,409,580,256,0.4413793103448276,105,45,Simon,Mombasa,Child labor,Labor issues,High,False,False,False,True,12-year-old boy next door,Employer living next door,"['Mombasa Labor Inspection Office', 'local police']",Report to authorities and follow-up,"Hello, is this the helpline? Yes, I need help. My name's Simon from Mombasa. There's a 12-year-old boy who lives next door and he's being forced into child labor by his employer. That sounds terrible,","Simon from Mombasa reported a case of child labor involving a 12-year-old boy. The boy works long hours at the market, doesn't go to school and shows signs of exhaustion. Simon was advised to report i"
line_412,412,611,319,0.5220949263502455,111,52,Daniel,Nairobi,Child labor,Labor exploitation,High,False,False,False,True,13-year-old sister,Unknown (local factory),"['Nairobi Labor Office', 'police']","Report to authorities, follow-ups","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Daniel, from Nairobi. I'm reaching out because my younger sister, who's only 13, has been forced into child labor at a ",Daniel reported a case of child labor involving his 13-year-old sister. He mentioned that her friends have noticed the issue but are afraid to speak up. The victim shows signs of physical abuse and ex
line_413,413,650,263,0.4046153846153846,116,41,James,Kisumu,Child Labor,Child Protection,High,False,False,False,True,12-year-old sister,Factory owner,"[""Kisumu Children's Office"", 'Labor Inspectorate']",Report to the appropriate authorities and follow up,"Hello, is this the Child Protection Helpline? Yes, thank you for calling. Who am I speaking to? Hi, I'm James from Kisumu. I need help  my 12-year-old sister has been forced into child labor at a loca","James from Kisumu reported a case of child labor involving his 12-year-old sister at a local factory, with no education access. The perpetrator is the factory owner. The issue requires immediate actio"
line_414,414,815,196,0.24049079754601227,148,34,Grace,Mwanza,Child Labor,Child Exploitation,High,False,False,False,True,7-year-old brother,Local factory owner,Mwanza Children's Office and the local police,"Report to authorities, follow-up, offer support","Hello, is this the 116 helpline? Yes, hello there. I'm speaking from Mwanza. It's Grace calling. I have a sad story to share. My younger brother, who's only 7, has been forced into child labor at a lo","Grace from Mwanza reported a case of child labor involving her 7-year-old brother, who is being exploited at a factory. The situation appears urgent as the boy is beaten if he doesn't work enough."
line_415,415,544,278,0.5110294117647058,96,42,Samuel,"Mombasa, Kenya",Child labor,Labor exploitation,High,False,False,False,True,12-year-old sister,Factory owners or supervisors,Mombasa Labor Department and police,"Report to authorities, provide emotional support, follow-up","Hello, is this the helpline? Yes, thank you for reaching out. My name's Samuel, calling from Mombasa. I need help  my little sister, she's 12, has been forced into child labor at a local factory. That","Samuel reported child labor involving his 12-year-old sister in Mombasa, Kenya. He mentioned physical signs of abuse, like cuts and bruises. The case is serious and requires immediate action from the "
line_417,417,585,261,0.4461538461538462,108,43,Tom,Mombasa,Emotional and sexual abuse,Child Protection,High,False,False,False,False,5-year-old boy,Family member,"[""Mombasa Children's Office"", 'police']",Report to authorities and follow-ups,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Tom, I'm calling from Mombasa. I need help  my neighbor's son, who is just 5 years old, is being emotionally and sexual",Tom reported an incident of emotional and sexual abuse against a 5-year-old boy by a family member. He mentioned signs of fear and withdrawal in the child. The counselor advised reporting to the Momba
line_419,419,546,209,0.38278388278388276,96,36,John,Kampala,Child marriage,Child Protection,High (Urgent action required),False,False,False,True,A 14-year-old girl from Kampala,Unknown (presumed to be family or community members),"[""Kampala Children's Office"", 'Police']","Report the case, follow up with authorities, and provide support for the victim if possible.","Hi there, you've reached the 116 helpline. Yes, thanks for your call. This is John speaking from Kampala. I need help, my neighbor's daughter, she's only 14, has been forced into child marriage. That ","John reported a case of child marriage for a 14-year-old neighbor's daughter, who appears traumatized and scared. No one else seems to have noticed this. The victim is a girl living with her family in"
line_420,420,711,357,0.5021097046413502,126,62,James,"Kisumu, East Africa",Child Labor,Labor,High,False,False,False,True,14-year-old girl forced into domestic work,Not specified in the conversation,Kisumu Children's Office and police,Report to relevant authorities and follow-ups,"Hello, is this 116? Yes, thank you for reaching out. This is James speaking from Kisumu. I have a concern about a girl in my neighborhood who's 14 years old. She's been forced into domestic work since","James called 116 from Kisumu to report a girl being forced into domestic labor. The girl is 14 years old and has not attended school since she was 8. Others in the community have noticed, but no actio"
line_422,422,723,234,0.3236514522821577,130,35,Joseph,Tororo,Child labor,Child Labor,High,False,False,False,True,6-year-old nephew,Local factory owner,"Tororo Children's Office, police, and relevant labor inspectorate","Investigation and potential closure of the factory, rescue of the child, legal action against the perpetrator","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Joseph from Tororo. I need help  my sister's son, who is only six years old, has been forced into child labor by a loca","Joseph from Tororo reported a case of child labor involving his nephew in a local factory. The counselor empathized with him, provided appropriate action steps, and referred the issue to relevant auth"
line_423,423,693,286,0.4126984126984127,123,44,Jacob,"Mbeya, Tanzania",Forced child marriage,Child Marriage,High,False,False,False,True,Sister (12 years old),Not specified,"[""Mbeya Children's Office"", 'Police']",Report to authorities and follow up,"Hello, is this the child protection helpline? Yes, thank you for your call. This is Jacob speaking from Mbeya in Tanzania. I'm calling because my sister, who is just 12 years old, has been forced into","Jacob called from Mbeya in Tanzania to report his 12-year-old sister being forced into child marriage. The caller shared concerns about the girl's health and wellbeing, and the counselor recommended r"
line_424,424,641,231,0.36037441497659906,115,33,Joseph,Mombasa,Child labor,Labor exploitation,High,False,False,False,True,5-year-old sister,Local factory owners and employees,"[""Mombasa Children's Office"", 'local police station']",Immediate reporting to relevant authorities and follow-up by the helpline,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name's Joseph from Mombasa. I need help  my little sister, she's only 5, is being forced into child labor at a local factory. T","Joseph reported a case of child labor involving his 5-year-old sister. The situation seems urgent and potentially dangerous. Recommended actions include reporting to the Children's Office and police, "
line_426,426,720,200,0.2777777777777778,133,37,John,Mombasa,Child labor,Forced labor,High (urgent action needed),False,False,False,True,12-year-old girl,Local factory owner and possibly other adults involved,"Mombasa Children's Office, Labor inspectorate","Investigate the situation, rescue the child, prosecute perpetrators, rehabilitate the child and provide support for her education","Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name's John, and I'm from Mombasa. I've got a serious concern about a child. A friend of mine has a 12-year-old daughter who's ","John reported a case of child labor involving a 12-year-old girl in Mombasa. The child works at a factory, has visible marks on her hands and other children also work there but are scared to speak up."
line_427,427,636,173,0.2720125786163522,118,26,John,Eldoret,Child Labor,Labor Exploitation,High,False,False,False,True,7-year-old boy,"Unknown, works at local factory",Eldoret Child Welfare Society and police,Immediate reporting to child welfare society and police,"Hello, is this 116? Yes, thank you for reaching out. This is John speaking from Eldoret. I've got a concern about my sister's child. He's only seven and he's being forced into child labor at a local f","Caller reports child labor case involving a 7-year-old boy, perpetrator unidentified but working at local factory. Victim has wounds on hands. Caller is the concerned uncle."
line_428,428,641,311,0.48517940717628705,115,51,Jane,"Kibera, Mombasa",Child labor,Labor exploitation,High,False,False,False,True,12-year-old daughter of a neighbor,The girl's father or shop owner,Mombasa Children's Office and police,"Investigation, removal of child from labor, rehabilitation, prosecution of perpetrator","Hello, is this the Childline in Mombasa? Yes, thank you for reaching out. This is Jane speaking from Kibera. I need help, my neighbor's daughter, who is only 12 years old, is being forced into child l",Jane from Kibera reported a case of child labor involving her neighbor's 12-year-old daughter. The girl is forced to work in a shop and comes home with injuries. The mother also noticed the abuse but 
line_429,429,547,266,0.48628884826325414,100,44,John,Mwanza,Child Marriage,Child Protection,High,False,False,False,False,13-year-old sister,Family members,Mwanza Children's Office and police,Report to authorities and follow-up,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is John, I'm from Mwanza. I need help  my sister, who is only 13 years old, has been forced into child marriage. That soun","John from Mwanza reported a case of child marriage involving his 13-year-old sister. The family members are encouraging it, and she is scared and unhappy. John was advised to report the issue to the l"
line_430,430,660,206,0.31212121212121213,116,35,James,"Kisumu, Kenya",Child Labor,Labor Exploitation,High,False,False,False,True,7-year-old sister,Local factory employers,"['Kisumu Child Protection Unit', 'local labor inspectorate']",Report the case to designated authorities and follow up,"Hello, is this the ChildLine helpline? Yes, good afternoon. This is James speaking from Kisumu. I'm reaching out because my little sister, who is only seven, is being forced into child labor at a loca",James reported a case of child labor involving his sister to the helpline. The child is in immediate danger and the issue should be referred to the Kisumu Child Protection Unit and local labor inspect
line_431,431,682,193,0.2829912023460411,120,32,Joseph,"Kisumu, Kenya",Emotional abuse,Child protection,High,False,False,False,True,A 12-year-old girl,The victim's stepfather,"[""Kisumu Children's Office"", 'Police']",Immediate report to authorities and follow-up with the helpline,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking with? My name's Joseph from Kisumu. There's an issue I need to report regarding a friend's daughter, she's only 12 years old. She",Joseph reported emotional abuse of a 12-year-old girl by her stepfather; no other witnesses have spoken up. The caller is encouraged to report it to authorities and follow up with the helpline.
line_432,432,642,165,0.2570093457943925,112,24,Joseph,Kisumu,"Child Marriage, Emotional Abuse, Physical Abuse","Child Marriage, Emotional Abuse, Physical Abuse",High,False,False,False,True,14-year-old sister,Husband,Kisumu Children's Office and Police,Report to authorities for investigation and protection services,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking with today? My name is Joseph, calling from Kisumu. I require assistance  my younger sister, aged 14, has been forced into child ","Joseph, 14-year-old sister forced into child marriage and experiencing emotional and physical abuse by her husband in Kisumu. Report to Children's Office and police."
line_433,433,620,287,0.4629032258064516,110,48,Grace,Mwanza,Child labor,Labor Exploitation,High,False,False,False,True,12-year-old sister,Father,"Mwanza Children's Office, police",Report to authorities for investigation and action,"Hello, is this the child protection helpline? Yes, hello. This is Grace calling from Mwanza. I'm in need of help, and it's regarding my little sister. She's 12, and she's being forced into child labor","Grace, a concerned sister from Mwanza, reported her 12-year-old sister being forced into child labor by their father. The child shows signs of abuse and others might be aware, but fear prevents them f"
line_434,434,647,269,0.41576506955177744,112,44,Sam,Mombasa,Child Labor,Child Abuse,High,False,False,False,False,5-year-old daughter of the neighbor,The neighbor's mother,Mombasa Children's Office and police,Immediate reporting to authorities and follow-up,"Hello, is this 116? Yes, thank you for reaching out. This is Sam speaking, calling from Mombasa. I need help  my neighbor's daughter, who is only 5 years old, is being forced into child labor. That so",Sam reported a case of child labor involving a 5-year-old girl in Mombasa. The girl is being forced to work by her mother. She shows signs of physical harm and malnourishment. Recommended actions incl
line_435,435,730,272,0.3726027397260274,126,46,Samuel,Mwanza,Forced child labor or marriage,Child Labor/Marriage,High,False,False,False,False,13-year-old girl,Not specified,Mwanza Children's Office,Report to Children's Office and gather more evidence,"Hello, is this 116? Yes, thank you for reaching out. This is Samuel speaking from Mwanza. I've got a concerning situation here. A neighbor's daughter, about 13 years old, has stopped going to school f",Samuel from Mwanza reported a 13-year-old girl who might be forced into child labor or marriage; he noticed she hasn't been going to school for three months and stays home all day. The call was report
line_436,436,671,270,0.40238450074515647,119,45,Simon,Mombasa,Child labor,Child labor,High,False,False,False,False,12-year-old son of a neighbor,"Unknown, suspected to be multiple people","[""Mombasa Children's Office"", 'local labor department', 'police']",Report case to relevant authorities and follow up,"Hello, is this the child protection helpline? Yes, hello. This is Simon speaking from Mombasa. I've got a serious concern. My neighbor's son, who's just 12 years old, has been forced into child labor ","Simon reported a case of child labor involving his neighbor's 12-year-old son, who has been working at a local factory for over a month with physical signs of abuse. The perpetrator is unknown but it'"
line_437,437,632,324,0.5126582278481012,117,51,Joseph,Mwanza,Forced child marriage,Child Marriage,High,False,False,False,True,14-year-old sister,Family members,Mwanza Child Protection Unit and police,Report to authorities and follow-ups promised,"Hello, is this 116? Yes, thank you for reaching out. Who am I talking to today? My name is Joseph, I'm from Mwanza. I have a serious concern regarding my younger sister. She's only 14 and she's being ",Joseph reported a case of forced child marriage in Mwanza involving his 14-year-old sister. He shared that family members are forcing the marriage despite others being aware of it but fearful to speak
line_438,438,593,142,0.23946037099494097,100,23,John,"Mombasa, Kenya",Child Marriage,Forced Marriage,High,False,False,False,True,12-year-old daughter of the neighbor,Father of the victim,"[""Mombasa Children's Office"", 'Local Police Station']",Report to child protection authorities and local police,"Hi, is this the child helpline? Yes, thank you. I'm calling from Mombasa. I've got a concern about my neighbor's daughter, she's only 12 and I believe she's being forced into child marriage. That's tr",Caller reports a 12-year-old girl being forced into child marriage. The girl seems scared of her father and her school attendance has dropped.
line_439,439,679,233,0.3431516936671576,116,37,David,Bukavu,Child labor,Child labor,High,False,False,False,True,13-year-old girl,Neighbor and market owner,Goma Child Labor Office and local police,"Reporting, follow-up support","Hello, is this the Goma Children's Helpline? Yes, thank you for reaching out. This is David speaking from Bukavu. I have a serious concern about my neighbor's 13-year-old daughter. She has been forced","David reported a case of child labor involving a 13-year-old girl in Bukavu, no other witnesses have spoken up. The counselor advised immediate reporting to the Child Labor Office and police, with fol"
line_440,440,568,192,0.3380281690140845,98,29,Jacob,Mombasa,Forced child labor,Child labor,High,False,False,False,True,12-year-old niece,Local factory owners,"Nairobi Children's Office, local labor inspectorate",Report to authorities and follow up,"Hello, is this the Nairobi Children's Helpline? Yes, good day. This is Jacob speaking from Mombasa. I need your help. My niece, she's only 12, has been forced into child labor at a local factory for w","Jacob from Mombasa reports forced child labor of his niece, a 12-year-old girl. The victim appears malnourished and tired. Report to the Nairobi Children's Office and local labor inspectorate."
line_442,442,845,276,0.32662721893491126,155,49,Sam,Mombasa,Child labor,Child labor,High urgency,False,False,False,False,"12-year-old girl, with signs of exhaustion and malnutrition",Unknown (factory owner or manager),"Mombasa Labor Rights Office, local police",Report the incident to Mombasa Labor Rights Office and local police,"Hello, is this 116? Yes, thank you for reaching out. Who am I speaking with? This is Sam calling from Mombasa. There's an urgent matter I need to report. A friend of mine, a girl around 12 years old, ","Sam reported a 12-year-old girl being forced into child labor at a factory in Mombasa, with visible signs of exhaustion and malnutrition. No one else has spoken up about this issue. The best course of"
line_443,443,629,282,0.4483306836248013,113,44,Samson,Kisumu,Neglect,Child protection,High,False,False,False,False,5-year-old sister,Mother,"[""Kisumu Children's Office"", 'Police']",Investigation and intervention by authorities,"Hello, is this 116? Yes, thank you for calling. Who am I speaking to? My name is Samson, from Kisumu. I need help  my little sister, who is just 5 years old, is being neglected by her mother. She's no","Samson, from Kisumu, reported a case of child neglect involving his 5-year-old sister. The neighbors have also noticed this issue. The child appears malnourished and is not attending school. The case "
line_444,444,663,306,0.46153846153846156,112,49,James,Mwanza,Forced child marriage,Child Marriage,Urgent,False,False,False,True,14-year-old niece,Relatives who forced the child into marriage,"[""Mwanza Children's Office, Local police station""]",Report to authorities and offer support,"Hello, is this the child protection helpline? Yes, thank you for reaching out. My name's James, from Mwanza. I need urgent help  my niece, who's just 14, has been forced into child marriage last week.",James from Mwanza reported a case of forced child marriage for his 14-year-old niece. The incident was witnessed by some relatives who chose not to intervene. The child appears traumatized and withdra
line_445,445,683,255,0.3733528550512445,125,44,John,Nairobi,Emotional abuse,Child Abuse,High,False,False,False,True,12-year-old niece,Mother,Nairobi Children's Office and police,Immediate report to authorities and follow-up,"Hi, is this 116? Yes, thank you for reaching out. This is John speaking from Nairobi. I'm calling because my niece, she's 12, is being emotionally abused by her mother. She's been locked up in a room ","John reported emotional abuse of his 12-year-old niece by her mother, who is being locked up without food or water. The siblings have noticed her crying but no one dares to intervene. The case has bee"
line_447,447,587,122,0.20783645655877342,97,18,Concerned Neighbor,"Mbale, East Africa",Child Labor,Labor Exploitation,High,False,False,False,True,7-year-old girl,The child's own mother,Mbale Children's Office and Labor Inspectorate,Immediate report to relevant authorities,"Hello, is this 116? Yes, thank you for reaching out. I'm speaking with a concerned neighbor from Mbale. There's a 7-year-old girl next door who's being forced into child labor. This sounds grave. Can ",Neighbor reports a 7-year-old girl being exploited for child labor by her own mother. Situation requires immediate action.
